time_sec,sinr_db
17.0134,0.613078
17.0137,0.613078
17.0148,-0.558938
17.0151,7.97491
17.0151,7.21076
17.0154,7.97515
17.0621,9.75531
17.0634,0.613502
17.0648,-0.540363
17.0651,7.98676
17.0651,7.22093
17.0669,9.75516
17.0682,0.613538
17.0696,-0.538506
17.0699,7.98794
17.0699,7.22194
17.1121,9.75384
17.1134,0.613976
17.1148,-0.52179
17.1151,7.99856
17.1151,7.23107
17.1621,9.75238
17.1634,0.6145
17.1648,-0.503218
17.1651,8.01033
17.1651,7.24119
17.1668,9.75223
17.1682,0.614544
17.1696,-0.501361
17.1699,8.0115
17.1699,7.2422
17.2121,9.75091
17.2124,9.75088
17.2134,0.615074
17.2137,0.615074
17.2148,-0.484649
17.2151,8.02206
17.2151,7.25129
17.2154,8.02229
17.2621,9.74944
17.2634,0.615698
17.2648,-0.46608
17.2651,8.03374
17.2651,7.26137
17.2669,9.74929
17.2682,0.615751
17.2696,-0.464224
17.2699,8.03491
17.2699,7.26237
17.3121,9.74796
17.3134,0.616372
17.3148,-0.447515
17.3151,8.04539
17.3151,7.27142
17.3621,9.74649
17.3634,0.617096
17.3648,-0.428952
17.3651,8.057
17.3651,7.28146
17.3668,9.74634
17.3682,0.617156
17.3696,-0.427096
17.3699,8.05815
17.3699,7.28246
17.4121,9.74501
17.4124,9.74498
17.4134,0.61787
17.4137,0.61787
17.4148,-0.410393
17.4151,8.06856
17.4151,7.29147
17.4154,8.06879
17.4621,9.74354
17.4634,0.618693
17.4648,-0.391837
17.4651,8.08009
17.4651,7.30146
17.4669,9.74339
17.4682,0.618761
17.4696,-0.389982
17.4699,8.08124
17.4699,7.30245
17.5121,9.74206
17.5134,0.619566
17.5148,-0.373285
17.5151,8.09158
17.5151,7.31142
17.5621,9.74058
17.5634,0.620488
17.5648,-0.354738
17.5651,8.10304
17.5651,7.32137
17.5669,9.74043
17.5682,0.620564
17.5696,-0.352883
17.5699,8.10418
17.5699,7.32236
17.6121,9.73909
17.6124,9.73906
17.6134,0.62146
17.6137,0.62146
17.6148,-0.336195
17.6151,8.11445
17.6151,7.3313
17.6154,8.11468
17.6621,9.73761
17.6634,0.622481
17.6648,-0.317656
17.6651,8.12583
17.6651,7.3412
17.6669,9.73746
17.6682,0.622565
17.6696,-0.315803
17.6699,8.12696
17.6699,7.34219
17.7121,9.73612
17.7134,0.623552
17.7149,-0.299123
17.7152,8.13717
17.7152,7.35108
17.7621,9.73463
17.7634,0.624671
17.7649,-0.280596
17.7651,8.14847
17.7652,7.36094
17.7668,9.73449
17.7682,0.624763
17.7696,-0.278743
17.7699,8.1496
17.7699,7.36193
17.8121,9.73314
17.8124,9.73311
17.8134,0.62584
17.8137,0.62584
17.8148,-0.262075
17.8151,8.15973
17.8151,7.37078
17.8154,8.15996
17.8621,9.73165
17.8634,0.627057
17.8648,-0.243558
17.8651,8.17096
17.8651,7.3806
17.8669,9.7315
17.8682,0.627157
17.8696,-0.241708
17.8699,8.17208
17.8699,7.38158
17.9121,9.73016
17.9134,0.628324
17.9149,-0.22505
17.9152,8.18215
17.9152,7.3904
17.9621,9.72867
17.9634,0.629639
17.9649,-0.206547
17.9651,8.19331
17.9652,7.40017
17.9669,9.72852
17.9682,0.629747
17.9696,-0.204697
17.9699,8.19442
17.9699,7.40115
18.0121,9.72717
18.0124,9.72714
18.0134,0.631004
18.0137,0.631004
18.0149,-0.188052
18.0151,8.20442
18.0152,7.40993
18.0155,8.20465
18.0621,9.72567
18.0634,0.632416
18.0648,-0.169565
18.0651,8.21551
18.0651,7.41966
18.0668,9.72552
18.0682,0.632532
18.0696,-0.167716
18.0699,8.21661
18.0699,7.42063
18.1121,9.72398
18.1134,0.63375
18.1149,-0.150957
18.1152,8.22653
18.1152,7.42938
18.1621,9.72198
18.1634,0.634934
18.1649,-0.132271
18.1651,8.23749
18.1652,7.4391
18.1669,9.72178
18.1682,0.635029
18.1696,-0.130408
18.1699,8.23858
18.1699,7.44007
18.2121,9.71998
18.2124,9.71994
18.2134,0.636139
18.2137,0.636139
18.2149,-0.113698
18.2151,8.24841
18.2152,7.4488
18.2155,8.24862
18.2621,9.71798
18.2634,0.637366
18.2649,-0.0952387
18.2651,8.25929
18.2652,7.4585
18.2669,9.71778
18.2682,0.637465
18.2696,-0.0933985
18.2699,8.26037
18.2699,7.45947
18.3121,9.71597
18.3134,0.638614
18.3149,-0.0768893
18.3151,8.27014
18.3152,7.46819
18.3621,9.71397
18.3634,0.639883
18.3649,-0.0586512
18.3652,8.28094
18.3652,7.47787
18.3669,9.71377
18.3682,0.639985
18.3696,-0.0568331
18.3699,8.28202
18.3699,7.47884
18.4121,9.71196
18.4124,9.71192
18.4134,0.641173
18.4137,0.641173
18.4149,-0.0405224
18.4151,8.29172
18.4152,7.48754
18.4155,8.29193
18.4621,9.70995
18.4634,0.642485
18.4649,-0.0225018
18.4651,8.30246
18.4652,7.49721
18.4669,9.70975
18.4682,0.642591
18.4696,-0.0207054
18.4699,8.30353
18.4699,7.49818
18.5121,9.70794
18.5134,0.643818
18.5149,-0.00458733
18.5151,8.31316
18.5152,7.50687
18.5621,9.70593
18.5634,0.645172
18.5649,0.01322
18.5652,8.32382
18.5652,7.51652
18.5669,9.70573
18.5682,0.645281
18.5696,0.0149953
18.5699,8.32489
18.5699,7.51748
18.6121,9.70392
18.6125,9.70388
18.6134,0.646547
18.6138,0.646547
18.6149,0.0309223
18.6152,8.33445
18.6152,7.52616
18.6155,8.33467
18.6621,9.70191
18.6634,0.647943
18.6649,0.0485204
18.6651,8.34505
18.6652,7.53579
18.6669,9.7017
18.6682,0.648055
18.6696,0.0502748
18.6699,8.34611
18.6699,7.53675
18.7121,9.69989
18.7134,0.649359
18.7149,0.0660164
18.7151,8.35561
18.7152,7.54541
18.7621,9.69788
18.7634,0.650797
18.7649,0.0834093
18.7652,8.36614
18.7652,7.55503
18.7669,9.69767
18.7682,0.650913
18.7696,0.0851433
18.7699,8.36719
18.77,7.55599
18.8121,9.69586
18.8125,9.69582
18.8134,0.652256
18.8138,0.652256
18.8149,0.100701
18.8152,8.37663
18.8152,7.56463
18.8152,0.100701
18.8155,8.37684
18.8155,7.56483
18.8621,9.69384
18.8635,0.653736
18.8649,0.117892
18.8652,8.38708
18.8652,7.57423
18.8669,9.69364
18.8682,0.653855
18.8696,0.119606
18.8699,8.38813
18.8699,7.57519
18.9121,9.69182
18.9135,0.655236
18.9149,0.134986
18.9152,8.39751
18.9152,7.58382
18.9621,9.6898
18.9634,0.656758
18.9649,0.151979
18.9652,8.40789
18.9652,7.5934
18.9669,9.6896
18.9682,0.65688
18.9696,0.153673
18.9699,8.40893
18.9699,7.59436
19.0121,9.68778
19.0125,9.68774
19.0134,0.658299
19.0138,0.658299
19.0149,0.168875
19.0152,8.41825
19.0152,7.60298
19.0155,8.41845
19.0621,9.68575
19.0634,0.659862
19.0649,0.185675
19.0652,8.42857
19.0652,7.61254
19.0669,9.68555
19.0682,0.659988
19.0696,0.18735
19.0699,8.4296
19.07,7.6135
19.1121,9.68373
19.1135,0.661445
19.1149,0.20238
19.1152,8.43886
19.1152,7.6221
19.1621,9.6817
19.1634,0.663049
19.1649,0.218989
19.1652,8.44911
19.1652,7.63165
19.1669,9.6815
19.1682,0.663178
19.1696,0.220645
19.1699,8.45013
19.1699,7.6326
19.2121,9.67967
19.2125,9.67963
19.2134,0.664674
19.2138,0.664674
19.2149,0.235504
19.2152,8.45933
19.2152,7.64119
19.2155,8.45953
19.2621,9.67765
19.2634,0.666318
19.2649,0.251925
19.2652,8.46952
19.2652,7.65072
19.2669,9.67744
19.2682,0.666451
19.2696,0.253563
19.2699,8.47054
19.2699,7.65167
19.3121,9.67562
19.3134,0.667984
19.3149,0.268256
19.3152,8.47967
19.3152,7.66025
19.3621,9.67358
19.3634,0.66967
19.3649,0.284494
19.3652,8.4898
19.3652,7.66976
19.3669,9.67338
19.3682,0.669805
19.3696,0.286113
19.3699,8.49081
19.3699,7.67071
19.4121,9.67155
19.4125,9.67151
19.4134,0.671376
19.4138,0.671376
19.4149,0.300641
19.4152,8.49989
19.4152,7.67927
19.4155,8.50009
19.4622,9.66952
19.4635,0.673102
19.4649,0.316698
19.4652,8.50994
19.4652,7.68877
19.4669,9.66931
19.4682,0.673241
19.4696,0.318299
19.4699,8.51095
19.4699,7.68972
19.5121,9.66748
19.5134,0.674849
19.5149,0.332667
19.5152,8.51997
19.5152,7.69826
19.5621,9.66545
19.5634,0.676616
19.5649,0.348547
19.5652,8.52996
19.5652,7.70774
19.5669,9.66524
19.5682,0.676758
19.5696,0.350131
19.5699,8.53096
19.5699,7.70869
19.6121,9.66341
19.6125,9.66337
19.6134,0.678403
19.6138,0.678403
19.6149,0.364339
19.6152,8.53993
19.6152,7.71721
19.6155,8.54012
19.6622,9.66137
19.6635,0.68021
19.6649,0.380045
19.6652,8.54986
19.6652,7.72668
19.6669,9.66117
19.6682,0.680355
19.6696,0.381611
19.6699,8.55085
19.6699,7.72762
19.7122,9.65933
19.7135,0.682037
19.7149,0.395665
19.7152,8.55976
19.7152,7.73613
19.7622,9.65729
19.7635,0.683885
19.7649,0.411199
19.7652,8.56962
19.7652,7.74558
19.7669,9.65708
19.7682,0.684033
19.7696,0.412747
19.7699,8.57061
19.7699,7.74653
19.8121,9.65525
19.8125,9.65521
19.8134,0.685752
19.8138,0.685752
19.8149,0.426648
19.8152,8.57946
19.8152,7.75502
19.8155,8.57966
19.8622,9.6532
19.8635,0.687639
19.8649,0.442013
19.8652,8.58927
19.8652,7.76445
19.8669,9.653
19.8682,0.687791
19.8696,0.443545
19.8699,8.59025
19.8699,7.7654
19.9122,9.65116
19.9135,0.689546
19.9149,0.457295
19.9152,8.59904
19.9152,7.77388
19.9622,9.64911
19.9635,0.691473
19.9649,0.472496
19.9652,8.60879
19.9652,7.78329
19.9669,9.64891
19.9682,0.691628
19.9696,0.474011
19.9699,8.60976
19.9699,7.78423
